run_idx,concept_id,beta0,beta1,beta2,euler,topo_dimension,persistence_entropy,complexity_score,novelty_semantic,novelty_heuristic,novelty_aesthetic,novelty_embedding,novelty_aggregate,aian_pass,icvp_n_approve,icvp_required,icvp_mean_et,icvp_mean_ap,target_freq_hz,target_wl_nm,torus_p,torus_q,charge_error_pct,mean_b_mt,prime1,w1,prime2,w2,prime3,w3,prime4,w4,prime5,w5,cli_mean,cli_std,cli_min,cli_max,iis_initial,iis_final,bhi,sdr,sdr_confidence,wall_time_s
1,2af0fa65,9,1,0,8,2,3.0382,11.45409,1.0,0.4165,0.2377,0.7653,0.6049,1,5,4,0.6024,0.0027,15.0,620.0,9,1,27.21,0.731,MOMENT,1.0,NOW,0.9215,ABOVE,0.8876,LITTLE/FEW,0.8003,SMALL,0.8003,0.0985,0.0368,0.0212,0.147,0.5,0.4631,0.9168,0.001719,1.0,9.02
2,6700abaa,6,2,0,4,2,3.08533,10.46888,1.0,0.5108,0.2776,0.7623,0.6377,1,5,4,0.6013,0.0142,17.857,595.0,6,2,41.07,1.125,FAR,0.8082,SIDE,0.6335,ABOVE,0.5889,SOME,0.4063,NOW,0.2806,0.1401,0.0033,0.1364,0.1504,0.5,0.3597,0.96,0.323786,0.8007,7.93
3,0871db65,8,1,0,7,2,3.14948,10.36833,1.0,0.4436,0.3358,0.7727,0.638,1,5,4,0.594,0.0004,15.0,612.86,8,1,27.21,0.731,MOMENT,1.0,NOW,0.9215,ABOVE,0.8876,LITTLE/FEW,0.8003,SMALL,0.8003,0.1517,0.0026,0.1467,0.1566,0.5,0.3569,0.9742,0.002438,1.0,7.88
4,9e06fcb8,8,2,1,7,2,3.29148,15.44023,1.0,0.4541,0.249,0.7645,0.6169,1,5,4,0.6025,0.0146,27.222,612.86,8,2,57.34,0.8664,FAR,0.7374,SOME,0.6858,ABOVE,0.6754,BEFORE,0.571,,0.0,0.149,0.0049,0.1398,0.1595,0.5,0.3524,0.9759,0.353346,0.6817,9.45
5,dc9e86f5,6,3,0,3,2,2.97493,12.50285,1.0,0.4471,0.2839,0.7647,0.6239,1,5,4,0.5938,0.01,23.125,595.0,6,3,50.5,1.5109,FAR,0.8157,ABOVE,0.5784,SOME,0.3075,BEFORE,0.1209,,0.0,0.154,0.0036,0.1467,0.1597,0.5,0.3589,0.9787,0.400939,0.6576,8.04
6,07c1075c,6,2,0,4,2,3.32972,10.53136,1.0,0.4093,0.3142,0.7623,0.6215,1,5,4,0.614,0.0044,17.857,595.0,6,2,41.07,1.125,FAR,0.8082,SIDE,0.6335,ABOVE,0.5889,SOME,0.4063,NOW,0.2806,0.1496,0.0069,0.1416,0.1645,0.5,0.3484,0.973,0.325661,0.8026,7.89
7,10ad7234,6,4,0,2,2,3.19807,14.50133,1.0,0.4587,0.3043,0.7659,0.6322,1,5,4,0.6173,0.0068,27.222,595.0,6,4,57.34,0.8664,FAR,0.7374,SOME,0.6858,ABOVE,0.6754,BEFORE,0.571,,0.0,0.1535,0.0031,0.1488,0.1615,0.5,0.3508,0.9787,0.353836,0.6822,8.57
8,4774d215,6,2,0,4,2,3.30242,10.48229,1.0,0.4531,0.2499,0.7623,0.6163,1,5,4,0.6032,0.0054,17.857,595.0,6,2,41.07,1.125,FAR,0.8082,SIDE,0.6335,ABOVE,0.5889,SOME,0.4063,NOW,0.2806,0.1652,0.0039,0.1543,0.1697,0.5,0.3463,0.9783,0.32601,0.803,7.67
